trip_uuid,source_center,source_name,destination_center,destination_name,data,route_type,tod_bucket,osrm_distance,osrm_time,actual_time,hour_of_day,day_of_week,src_betweenness,src_bottleneck_score,src_avg_delay,src_in_degree,src_out_degree,dst_bottleneck_score,pred_time_ftl,pred_time_cart,pred_p90_ftl,pred_p90_cart,delta_time_min,delta_risk_min,cost_ftl,cost_cart,delta_cost,vot_effective,benefit_ftl,break_even_vot,recommended_route,switch,extrapolated
trip-153833887263302200,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND500080AAB,Hyderabad_Chikdply_I (Telangana),test,Carting,evening,28.2108,23.0,42.0,20,6,0.0883397291826111,0.2095564632144561,2.372165560766802,30.0,26.0,0.0008206182570079,74.74815107169374,41.85780777673406,118.61336281696948,84.62215068161375,-32.89034329495968,-33.99121213535574,3346.324,1269.4859999999999,2076.838,27.70667091908419,-1382.173582476696,inf,Carting,False,False
trip-153808414623944355,IND301001AAB,Alwar_Central_I_1 (Rajasthan),IND321001AAB,Bharatpur_NraynDPP_D (Rajasthan),test,FTL,evening,74.4489,66.0,165.0,21,3,0.0031882447494027,0.0059093936320914,1.8534943508331272,4.0,3.0,0.0010262489518923,129.64188642857476,123.3794629804021,155.8538595340871,177.74058293119802,-6.262423448172669,21.886723397110927,4733.467,3350.2005,1383.2664999999997,20.21732449267028,94.63604753814124,295.5105207565769,Carting,True,False
trip-153808414623944355,IND321001AAB,Bharatpur_NraynDPP_D (Rajasthan),IND321401AAB,Bayana_LalBagh_D (Rajasthan),test,FTL,night,71.7662,66.0,117.0,1,4,0.0006051522352191,0.0010262489518923,1.6958525345622115,1.0,2.0,0.0,105.10257337754376,134.2640706485966,122.44237410861129,181.91465189246418,29.161497271052838,59.47227778385289,4652.986,3229.479,1423.507,20.037741441289718,1180.175604936934,24.16917032223375,Carting,True,False
trip-153815998819217443,IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),test,Carting,evening,25.8304,21.0,58.0,18,4,0.0005649614404229,0.0017595203248922,3.1144078144078144,3.0,1.0,0.1300924670991227,69.74172632702087,52.91903132674962,71.36274182165064,91.72766840974566,-16.822695000271253,20.364926588095017,3274.9120000000003,1162.368,2112.5440000000003,20.06470830778198,-133.23431228146487,inf,Carting,False,False
trip-153840184950225356,IND000000AAL,Pune_PC (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),test,Carting,afternoon,23.9094,25.0,66.0,13,0,0.0,0.0,2.6980056980056983,1.0,1.0,0.085690521217545,100.81855028281035,92.2372378922937,150.68865259469976,160.252133837675,-8.581312390516644,9.563481242975229,3217.282,1075.923,2141.3590000000004,20.0,-75.99143538058058,inf,Carting,False,False
trip-153818022075045194,IND384205AAA,Mehsana_Panchot_IP (Gujarat),IND384355AAB,Vadnagar_BsstdDPP_D (Gujarat),test,FTL,night,37.1947,34.0,72.0,0,5,0.008349277859592,0.0143326398847097,1.716632279550233,5.0,5.0,0.0,61.5721389372893,64.06950765304008,94.01653436406203,106.56136106100504,2.497368715750774,12.54482669694302,3615.841,1673.7614999999998,1942.0795,20.527098698359683,180.01818199539534,221.45128416851102,Carting,True,False
trip-153818022075045194,IND384355AAB,Vadnagar_BsstdDPP_D (Gujarat),IND385001AAA,Palanpur_DC (Gujarat),test,FTL,night,68.5271,63.0,90.0,1,5,0.0,0.0,1.5882352941176472,1.0,2.0,0.0006984579371111,100.03047952999985,122.39246929857433,98.88148727570545,137.7183371859239,22.361989768574475,38.83684991021845,4555.813,3083.7195,1472.0935,20.0,835.6082944736739,35.234056668315624,Carting,True,False
trip-153818022075045194,IND385535AAA,Deesa_HawaiPlr_DC (Gujarat),IND384205AAA,Mehsana_Panchot_IP (Gujarat),test,FTL,night,90.9139,78.0,162.0,3,5,0.0003947161927166,0.000809168195069,2.05,1.0,1.0,0.0143326398847097,164.67487992843442,274.538193811756,299.94335398296425,293.53914960127867,109.86331388332158,-6.404204381685588,5227.4169999999995,4091.1255,1136.2914999999994,20.02975805614358,2136.398264175463,10.653277625198074,FTL,False,False
trip-153826219212835068,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND208012AAA,Kanpur_Central_D_7 (Uttar Pradesh),test,Carting,evening,18.5874,16.0,30.0,23,5,0.0321776580670772,0.180686718979558,5.615284947179818,15.0,13.0,0.0,53.84384134680603,82.27844169734946,76.916410880617,102.47715783618537,28.434600350543434,25.560746955568376,3057.622,836.433,2221.189,26.64495411529945,1098.171086519057,53.89276745029366,Carting,False,False
trip-153826219212835068,IND208012AAA,Kanpur_Central_D_7 (Uttar Pradesh),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),test,Carting,night,17.010099999999998,14.0,738.0,2,6,0.0,0.0,2.0,1.0,1.0,0.180686718979558,167.2456076190456,241.3421869982862,528.2038719263368,524.0918342672292,74.09657937924061,-4.112037659107614,3010.303,765.4544999999999,2244.8485,20.0,1440.811210993736,31.160897178912354,Carting,False,False
trip-153846276333642499,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),test,FTL,afternoon,492.7495,357.0,759.0,12,1,0.054239531307541,0.1300924670991227,2.398480664618793,27.0,27.0,0.0726781514530142,785.9954188475823,394.9060173566895,905.1890697968912,436.1781868750419,-391.0894014908928,-469.0108829218493,17282.485,22173.7275,-4891.2425,24.784294493263637,-15504.92682118486,inf,Carting,True,True
trip-153819230170425379,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),test,Carting,night,29.0831,30.0,42.0,3,5,0.0055638734815711,0.0111797467722126,2.009345972593103,4.0,12.0,0.0014494316449606,59.664552827007526,63.67590823643437,93.83696973875124,90.4126797754764,4.011355409426841,-3.4242899632748305,3372.493,1308.7395000000001,2063.7535,20.411147563814165,46.929523321870256,897.5922669175584,Carting,False,False
trip-153855102858192737,IND421302AAN,GreaterThane_Anjur_C (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),test,Carting,morning,27.696900000000003,22.0,58.0,7,2,0.0,0.0,0.0,0.0,1.0,0.0130698692561693,72.46623300611891,66.17407010643123,180.25284637360303,117.01537299868521,-6.292162899687682,-63.237473374917826,3330.907,1246.3605000000002,2084.5465,20.0,-758.2179917429319,inf,Carting,False,False
trip-153834635015181032,IND380006AAA,Ahmedabad_Paldi_D (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),test,Carting,night,14.4611,11.0,37.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0726781514530142,94.47091805841491,32.32641343618702,472.1953135439918,91.19850365219307,-62.14450462222789,-380.99680989179876,2933.833,650.7495,2283.0835,20.0,-5052.858191362546,inf,Carting,False,False
trip-153809360422774994,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),test,FTL,night,866.7086999999999,615.0,1240.0,0,4,0.0883397291826111,0.2095564632144561,2.372165560766802,30.0,26.0,0.0625015236765678,1285.7640832964555,351.2026749205424,1547.825277436981,374.215573997404,-934.5614083759131,-1173.609703439577,28501.261,39001.8915,-10500.6305,27.70667091908419,-42151.99431586945,inf,Carting,True,True
trip-153852104998023392,IND361001AAA,Jamnagar_Dc (Gujarat),IND361305AAC,Khambhalia_JdswarRD_D (Gujarat),test,FTL,night,54.6911,40.0,80.0,1,2,0.0,0.0,0.0,0.0,1.0,1.981506991549269e-06,67.53633641671728,89.01644452693239,94.56392350476587,110.78800138100534,21.480108110215113,16.224077876239477,4140.733,2461.0995,1679.6335000000004,20.0,591.842940966697,56.759433415106436,Carting,True,False
trip-153842927036623631,IND301001AAB,Alwar_Central_I_1 (Rajasthan),IND321001AAB,Bharatpur_NraynDPP_D (Rajasthan),test,FTL,evening,72.55539999999999,64.0,120.0,21,0,0.0031882447494027,0.0059093936320914,1.8534943508331272,4.0,3.0,0.0010262489518923,112.686503468174,123.8041252280933,135.86863626451796,182.2135388225791,11.117621759919302,46.344902558061136,4676.662,3264.9929999999995,1411.6690000000008,20.21732449267028,693.2535335058141,41.168445409739874,Carting,True,False
trip-153842927036623631,IND321001AAB,Bharatpur_NraynDPP_D (Rajasthan),IND321001AAA,Bharatpur_DC (Rajasthan),test,FTL,night,32.8007,31.0,35.0,0,1,0.0006051522352191,0.0010262489518923,1.6958525345622115,1.0,2.0,0.0007662057697221,54.79299963696011,48.75041970834218,68.26821117830855,62.65043397895861,-6.042579928617933,-5.617777199349938,3484.0209999999997,1476.0315,2007.9894999999997,20.037741441289718,-177.3634377456464,inf,Carting,True,False
trip-153842927036623631,IND321001AAA,Bharatpur_DC (Rajasthan),IND321401AAB,Bayana_LalBagh_D (Rajasthan),test,FTL,night,41.7722,39.0,45.0,2,1,0.0003951124941149,0.0007662057697221,1.9392091648189207,2.0,2.0,0.0,65.34874404700436,68.24222171512041,94.3966971472198,141.9093702997266,2.8934776681160486,47.51267315250679,3753.166,1879.7489999999998,1873.4170000000004,20.028178065390946,533.7472250958233,70.29756315828035,Carting,True,False
trip-153848702880919512,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400072AAJ,Mumbai_Tejpal_I (Maharashtra),test,Carting,afternoon,26.0944,21.0,94.0,13,1,0.054239531307541,0.1300924670991227,2.398480664618793,27.0,27.0,0.0012015594195822,82.08218696503472,76.30091875237413,216.7584915893958,126.92196154046705,-5.781268212660592,-89.83653004892874,3282.832,1174.248,2108.584,24.784294493263637,-1256.552162419913,inf,Carting,False,False
trip-153850944357874493,IND174001AAA,BilaspurHP_Indsarea_D (Himachal Pradesh),IND175018AAA,SundarNgr_Bhogpur_D (Himachal Pradesh),test,FTL,night,37.497800000000005,26.0,62.0,2,2,0.0023932641443932,0.0111362450096357,4.653161681181371,2.0,1.0,0.0061189782696901,68.77205251117444,119.00504218057921,100.5618461319305,123.50425183891224,50.23298966940477,22.942405706981745,3624.934,1687.4010000000003,1937.533,20.409547738337835,1259.3546629516272,31.40034608314611,Carting,True,False
trip-153850944357874493,IND175018AAA,SundarNgr_Bhogpur_D (Himachal Pradesh),IND175001AAA,Mandi_PlaceCol_D (Himachal Pradesh),test,FTL,night,21.3577,15.0,47.0,4,2,0.0023837529108337,0.0061189782696901,2.566951566951567,1.0,1.0,0.0074020475820905,48.366342475828205,55.30155424602189,66.0743673176751,81.91960096107624,6.935211770193682,15.845233643401144,3140.7309999999998,961.0965000000001,2179.6344999999997,20.225032199733537,300.50006168918287,146.6993973257376,Carting,True,False
trip-153850944357874493,IND175001AAA,Mandi_PlaceCol_D (Himachal Pradesh),IND175101AAA,Kullu_AkhraBzr_D (Himachal Pradesh),test,FTL,night,62.8244,73.0,144.0,5,2,0.0023742416772743,0.0074020475820905,3.117647058823529,1.0,1.0,0.0045730567861525,141.7184888638439,188.68289396477562,159.31632814341577,168.73343605290214,46.964405100931714,9.417107909486361,4384.732,2827.098,1557.634,20.272218494087653,1047.5255162126866,30.144083645794918,Carting,True,False
trip-153814364731611595,IND401209AAB,Mumbai_Vasai_CP (Maharashtra),IND421302AAH,Bhiwandi_Mankoli_GW (Maharashtra),test,Carting,afternoon,35.5137,33.0,124.0,14,4,0.0,0.0,0.0,0.0,3.0,0.0,64.02040955972831,89.49756399823396,130.25261600012607,162.3064894140516,25.47715443850565,32.053873413925544,3565.411,1598.1165,1967.2945,20.0,830.0818229093684,47.40001396741335,Carting,False,False
trip-153853253643339248,IND124112AAA,Meham_GModDPP_D (Haryana),IND125001AAA,Hisar_ModelTwn_P (Haryana),test,FTL,afternoon,55.1447,44.0,108.0,13,2,0.0,0.0,2.065934065934066,1.0,2.0,0.0139705054757277,116.8353207719645,118.75723727389017,243.49004562089553,265.53167385143655,1.921916501925665,22.041628230541022,4154.341,2481.5115,1672.8295000000003,20.0,258.8546123439235,129.2485758590555,Carting,True,False
trip-153853253643339248,IND125001AAA,Hisar_ModelTwn_P (Haryana),IND110037AAM,Delhi_Airport_H (Delhi),test,FTL,afternoon,172.4913,132.0,445.0,15,2,0.0070941682135631,0.0139705054757277,1.969294363364258,5.0,7.0,0.0667169336120179,331.0162413608955,328.7433324509172,385.48709730394523,386.08669330118994,-2.272908909978298,0.5995959972447054,7674.739,7762.108499999999,-87.36949999999979,20.513780804577305,-40.47596473867563,inf,FTL,False,False
trip-153860524474381285,IND691001AAB,Kollam_Central_H_1 (Kerala),IND691506AAA,Kottarakkara_Amankovl_D (Kerala),test,Carting,evening,22.6206,24.0,35.0,22,2,0.00556882724905,0.0106090793521039,1.9050832208726944,2.0,4.0,2.030282548264328e-05,52.58042345525057,36.161028866807136,73.37864087529594,56.43374370192237,-16.41939458844343,-16.944897173373576,3178.618,1017.927,2160.691,20.39016063769622,-507.5486809092475,inf,Carting,False,False
trip-153860524474381285,IND691506AAA,Kottarakkara_Amankovl_D (Kerala),IND691305AAA,Punalur_PostofJN_D (Kerala),test,Carting,night,16.8261,18.0,30.0,1,3,1.4266850339154735e-05,2.030282548264328e-05,1.4230769230769231,1.0,1.0,0.0006289952105747,34.07229253469171,29.451915573218454,45.50125065288313,36.7263374847911,-4.620376961473259,-8.774913168092027,3004.783,757.1745,2247.6085,20.000746658882875,-180.16339668931766,inf,Carting,False,False
trip-153860524474381285,IND691305AAA,Punalur_PostofJN_D (Kerala),IND689645AAA,Pthnmthitt_Klskhrpt_D (Kerala),test,Carting,night,27.6841,25.0,65.0,2,3,0.0004081904402591,0.0006289952105747,1.54093567251462,1.0,1.0,0.0018121835496639,42.28519168574793,49.73798508678542,55.03826898094441,57.08562753639462,7.452793401037489,2.0473585554502094,3330.523,1245.7845,2084.7385000000004,20.023131995182695,169.72553130042326,245.94410658848878,Carting,False,False
trip-153860524474381285,IND689645AAA,Pthnmthitt_Klskhrpt_D (Kerala),IND691551AAA,Adoor_Town_D (Kerala),test,Carting,night,27.7249,26.0,39.0,3,3,0.0008021140301791,0.0018121835496639,2.259259259259259,1.0,1.0,0.0020930658351734,48.89762382817544,54.16745055694757,61.11030840639849,87.98146733383709,5.269826728772131,26.8711589274386,3331.7470000000003,1247.6205,2084.1265000000003,20.0666450561725,375.35474669625665,111.4184037787211,Carting,False,False
trip-153860524474381285,IND691551AAA,Adoor_Town_D (Kerala),IND691001AAB,Kollam_Central_H_1 (Kerala),test,Carting,night,41.4886,39.0,704.0,4,3,0.0011960376200991,0.0020930658351734,1.75,1.0,1.0,0.0106090793521039,72.43842331570873,108.38187497153366,123.82751533869464,146.51204534704942,35.94345165582493,22.684530008354784,3744.658,1866.9869999999999,1877.671,20.076974813165993,949.3541424053702,39.7090523868124,Carting,False,False
trip-153825268188675513,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND509358AAA,Kadthal_GndhiDPP_D (Telangana),test,FTL,evening,35.9104,26.0,39.0,20,5,0.0883397291826111,0.2095564632144561,2.372165560766802,30.0,26.0,0.0018845452494294,47.53219639082614,57.74129697005864,124.03679275613514,83.20672150740815,10.209100579232505,-40.830071248726995,3577.312,1615.968,1961.3439999999998,27.70667091908419,-282.77248371699307,inf,Carting,True,False
trip-153825268188675513,IND509358AAA,Kadthal_GndhiDPP_D (Telangana),IND508248AAB,Devarakonda_DindiRD_D (Telangana),test,FTL,evening,81.7939,57.0,126.0,23,5,0.0012114933746332,0.0018845452494294,1.5555555555555556,1.0,2.0,0.0026207753109367,119.83200214359128,131.7714142401075,166.45763603563822,177.3685149568479,11.939412096516222,10.910878921209672,4953.817,3680.7254999999996,1273.0915000000005,20.06930623778763,349.1026028607195,73.18783352760637,Carting,True,False
trip-153825268188675513,IND508248AAB,Devarakonda_DindiRD_D (Telangana),IND508377AAB,Haliya_PeroorRD_D (Telangana),test,FTL,night,47.8891,33.0,54.0,1,6,0.0011924709075143,0.0026207753109367,2.1977687626774847,2.0,1.0,0.0021441144090432,69.08331934844945,106.40724479116626,112.78699889541453,120.56172902962135,37.32392544271681,7.77473013420682,3936.673,2155.0095,1781.6634999999997,20.096381913325096,828.1978332263374,43.23241223361951,Carting,True,False
trip-153859762782437965,IND400072AAB,Mumbai Hub (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),test,Carting,evening,21.4435,17.0,45.0,20,2,0.004996699358341,0.0130698692561693,2.615700549273936,11.0,9.0,0.0060719150599918,53.231339076789595,42.17999386885722,74.71734737496747,69.89503678171884,-11.051345207932378,-4.8223105932486305,3143.3050000000003,964.9575,2178.3475000000003,20.480658910575677,-275.7208809172786,inf,Carting,False,False
trip-153801109579320959,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND421401AAC,Murbad_SnkunDPP_D (Maharashtra),test,Carting,night,42.5006,31.0,86.0,1,3,0.054239531307541,0.1300924670991227,2.398480664618793,27.0,27.0,0.0010392964220938,80.99675147160248,85.53651994125647,103.14427792575125,133.65290913615615,4.539768469653993,30.5086312104049,3775.018,1912.527,1862.491,24.784294493263637,490.582408935662,94.09331560664839,Carting,False,False
trip-153801109579320959,IND421401AAC,Murbad_SnkunDPP_D (Maharashtra),IND421601AAB,Asangaon_Shahapur_D (Maharashtra),test,Carting,night,25.9521,18.0,48.0,3,3,0.000404227426276,0.0010392964220938,2.5710685483870965,1.0,1.0,0.0009815968476768,50.3838367921404,49.889518675553724,72.7609464431023,72.11685719125657,-0.4943181165866761,-0.6440892518457275,3278.563,1167.8445000000002,2110.7185,20.038221276450262,-16.358457276255947,inf,Carting,False,False
trip-153801109579320959,IND421601AAB,Asangaon_Shahapur_D (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),test,Carting,night,42.131,29.0,102.0,4,3,0.0003947161927166,0.0009815968476768,2.486842105263158,1.0,1.0,0.1300924670991227,143.98326035774076,99.53625970417939,147.12350191182986,212.18944566399202,-44.447000653561375,65.06594375216216,3763.9300000000003,1895.895,1868.0350000000003,20.03609931072617,-238.7106637764447,inf,Carting,False,False
trip-153833349751800510,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700028AAB,CCU_DumDum_DPC (West Bengal),test,Carting,evening,17.652,17.0,73.0,18,6,0.0840398186857748,0.2719156759315192,3.2355576223719944,21.0,20.0,0.0,64.50553404415272,63.80312431840176,77.34653018012973,119.85499358889577,-0.702409725750968,42.50846340876603,3029.56,794.34,2235.22,30.0,616.5546593589614,108.76018692279362,Carting,False,False
trip-153817097187619423,IND250611AAA,Baraut_SrnprHwy_D (Uttar Pradesh),IND247776AAA,Shamli_KarnalRd_D (Uttar Pradesh),test,FTL,night,39.7072,33.0,63.0,1,5,0.0008080585511537,0.0015669945481077,1.9392091648189207,1.0,1.0,0.0015194928582438,58.415982468899635,58.80294554697143,75.62686804244768,70.32573582765635,0.3869630780717941,-5.301132214791338,3691.216,1786.824,1904.3919999999998,20.057627959209764,-45.40250740951847,inf,Carting,True,False
trip-153817097187619423,IND251309AAB,Budhana_Busstand_D (Uttar Pradesh),IND131028AAB,Sonipat_Kundli_H (Haryana),test,FTL,night,68.1524,68.0,135.0,4,5,0.0007890360840349,0.001424648485063,1.8055555555555556,1.0,1.0,0.0936987471706706,137.7940289190342,251.34892184693547,194.1924241915884,418.5667860987716,113.55489292790128,224.37436190718321,4544.572,3066.858,1477.714,20.05239302516056,4526.668787786528,6.546028281709464,FTL,False,False
trip-153837097241128239,IND600032AAB,Chennai_Hub (Tamil Nadu),IND600076AAB,Chennai_Madhavaram_DPC (Tamil Nadu),test,Carting,night,16.6052,16.0,28.0,5,0,3.1704111864788306e-06,7.668916016691613e-06,2.41890264877881,3.0,4.0,0.0,51.22282585405389,36.8970544548134,71.8215225478391,45.18953149789911,-14.325771399240487,-26.631991049939984,2998.156,747.234,2250.922,20.0002820328762,-552.8431343712384,inf,Carting,False,False
trip-153808450758323962,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700088AAA,Kolkata_TrtllaRD_L (West Bengal),test,Carting,evening,29.2745,30.0,85.0,21,3,0.0840398186857748,0.2719156759315192,3.2355576223719944,21.0,20.0,0.0,86.03991163491902,117.73295863938742,172.95577126940464,179.0904156543593,31.693047004468397,6.134644384954669,3378.235,1317.3525,2060.8825,30.0,1042.811075908372,59.288279946723996,Carting,False,False
trip-153802185827308842,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),test,Carting,night,52.5246,54.0,118.0,4,3,0.0055638734815711,0.0111797467722126,2.009345972593103,4.0,12.0,0.0052926359037691,105.77322851836135,149.866246800444,168.7111803295756,197.44653412609858,44.09301828208265,28.735353796522986,4075.7380000000003,2363.607,1712.1310000000003,20.411147563814165,1193.249876009164,29.286873765669124,Carting,False,False
trip-153849578672698560,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),test,Carting,afternoon,37.5729,47.0,81.0,15,1,0.1199941083671602,0.2226269246338209,1.855315462261053,36.0,35.0,0.0111797467722126,82.18457987800988,83.66595311739643,148.46353074539883,99.53256843626818,1.4813732393865422,-48.93096230913065,3627.187,1690.7804999999998,1936.4065,28.187351607116927,-647.8611311810636,inf,Carting,False,False
trip-153817335071336326,IND691506AAA,Kottarakkara_Amankovl_D (Kerala),IND691305AAA,Punalur_PostofJN_D (Kerala),test,Carting,night,18.1464,20.0,30.0,1,5,1.4266850339154735e-05,2.030282548264328e-05,1.4230769230769231,1.0,1.0,0.0006289952105747,32.70137999526988,27.65037222553722,45.186899599135195,39.866521163557856,-5.05100776973266,-5.320378435577339,3044.392,816.588,2227.804,20.000746658882875,-154.22969738415492,inf,Carting,False,False
trip-153817335071336326,IND691551AAA,Adoor_Town_D (Kerala),IND691001AAB,Kollam_Central_H_1 (Kerala),test,Carting,night,42.5329,40.0,104.0,4,5,0.0011960376200991,0.0020930658351734,1.75,1.0,1.0,0.0106090793521039,75.5541908391974,108.30330209087178,127.73145383606422,159.66973911687785,32.74911125167438,31.93828528081363,3775.987,1913.9805,1862.0065000000002,20.076974813165993,978.1151563327402,38.21989400779111,Carting,False,False
trip-153843290263405190,IND491001AAA,Durg_Pulgaon_DC (Chhattisgarh),IND494334AAB,Kanker_KrisnKunj_D (Chhattisgarh),test,FTL,night,135.07379999999998,107.0,154.0,3,1,,,,,,0.0,213.29885492605482,270.46538315648536,310.62671033660365,324.705647883944,57.16652823043054,14.078937547340331,6552.214,6078.320999999999,473.89300000000094,20.0,1284.1199400820142,7.38082145145623,FTL,False,False
trip-153813309403569121,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),test,FTL,morning,158.2278,111.0,253.0,11,4,0.0497085446972243,0.1402660721185986,2.8217698380220506,30.0,28.0,0.007199594453526,254.1727301767596,402.9024935558257,260.09309596198716,477.03955016578607,148.7297633790661,216.9464542037989,7246.834,7120.251,126.58299999999963,25.158440080296216,6470.82602448837,0.49215213152573145,FTL,False,False
trip-153848615388586102,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),test,Carting,afternoon,40.0697,50.0,90.0,13,1,0.1199941083671602,0.2226269246338209,1.855315462261053,36.0,35.0,0.0111797467722126,96.52089677221868,104.29314263349139,155.65294272664855,125.74756334866903,7.772245861272708,-29.905379377979514,3702.091,1803.1364999999998,1898.9545,28.187351607116927,-202.39769486701297,inf,Carting,False,False
trip-153860087180781288,IND813102AAA,Banka_Wardno6_D (Bihar),IND812002AAA,Bhagalpur_Pbroad_DC (Bihar),test,FTL,night,43.3318,40.0,68.0,3,3,0.0,0.0,0.0,0.0,2.0,0.0,75.44093014948831,125.92489134301705,95.03516550742631,142.90356542024952,50.48396119352874,47.86839991282321,3799.9539999999997,1949.931,1850.0229999999997,20.0,1488.363222998807,24.85983221585532,Carting,True,False
trip-153860087180781288,IND812002AAA,Bhagalpur_Pbroad_DC (Bihar),IND813203AAA,Kahalgaon_NdiaTola_D (Bihar),test,FTL,night,31.9981,23.0,69.0,5,3,0.0,0.0,2.15,1.0,1.0,0.0,91.37095836963063,69.1570789734484,133.84206878808303,132.18229973992487,-22.21387939618222,-1.6597690481581537,3459.943,1439.9145,2020.0285000000001,20.0,-460.87527840522597,inf,Carting,True,False
trip-153806153543951586,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110043AAA,Delhi_Nangli_IP (Delhi),test,Carting,afternoon,38.4751,38.0,76.0,15,3,0.2139032235358459,0.4575710171408227,2.13914970320278,41.0,48.0,0.0019391101684452,97.00141509732687,77.2415856821185,148.63282096927045,125.45646635300305,-19.759829415208372,-23.176354616267403,3654.2529999999997,1731.3795,1922.8734999999997,30.0,-940.4402017002623,inf,Carting,False,False
trip-153860199040825668,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),test,FTL,evening,867.8832,616.0,1295.0,21,2,0.0883397291826111,0.2095564632144561,2.372165560766802,30.0,26.0,0.0625015236765678,1259.8924017114573,395.0563169082972,1464.2687741401583,457.02534214168804,-864.83608480316,-1007.2434319984702,28536.496,39054.744,-10518.248,27.70667091908419,-37915.40995348562,inf,Carting,True,True
trip-153860199040825668,IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),test,FTL,evening,814.3365,585.0,1241.0,23,3,0.0254728742197988,0.0625015236765678,2.4536502295445044,13.0,9.0,0.4575710171408227,1150.5903438728153,336.5603948429201,1426.8955894869534,467.7046920483026,-814.0299490298952,-959.1908974386508,26930.095,36645.1425,-9715.0475,22.29856272399347,-28845.987073062,inf,Carting,True,True
trip-153845310310878886,IND401501AAA,Boisar_OstwlEmp_D (Maharashtra),IND401602AAA,Dahanu_KetyDPP_D (Maharashtra),test,Carting,night,27.5058,25.0,49.0,4,1,0.0,0.0,7.384615384615385,1.0,1.0,0.0,58.56258150116561,58.14535252652633,93.58699714542381,87.16700394498874,-0.4172289746392792,-6.419993200435073,3325.174,1237.761,2087.413,20.0,-72.54451149713631,inf,Carting,False,False
trip-153845310310878886,IND401602AAA,Dahanu_KetyDPP_D (Maharashtra),IND401501AAA,Boisar_OstwlEmp_D (Maharashtra),test,Carting,night,31.2694,29.0,213.0,5,1,0.0,0.0,2.12,1.0,1.0,0.0,64.57156785879522,93.26820919135258,123.45172201904354,203.57560904133524,28.696641332557363,80.1238870222917,3438.082,1407.123,2030.9589999999998,20.0,1375.171696874064,29.537533452973495,Carting,False,False
trip-153800661729668086,IND395009AAA,Surat_Central_D_12 (Gujarat),IND395023AAD,Surat_Central_I_4 (Gujarat),test,Carting,night,18.1836,17.0,132.0,2,3,0.0,0.0,2.1538461538461537,1.0,1.0,0.0001044099051178,48.985771538014056,89.01721714758891,79.73386306619115,157.23544040622542,40.03144560957485,77.50157734003427,3045.508,818.262,2227.246,20.0,1575.6446855918398,28.270916918853533,Carting,False,False
trip-153836136618475409,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND500008AAC,Hyderabad_Tolichwk_I (Telangana),test,Carting,night,26.1963,20.0,42.0,2,0,0.0883397291826111,0.2095564632144561,2.372165560766802,30.0,26.0,0.0007343657914609,70.68750436945899,56.1857205177232,218.4640903244555,105.3342412788324,-14.501783851735794,-113.1298490456231,3285.889,1178.8335,2107.0555000000004,27.70667091908419,-1969.0219022361077,inf,Carting,False,False
